tweet_id,created_at,text,author_id,conversation_id,in_reply_to_user_id,lang,possibly_sensitive,source,like_count,retweet_count,reply_count,quote_count,username,user_name,user_created_at,user_protected,user_verified,media_type,media_url,media_duration_ms,media_width,media_height,place_name,place_country,place_latitude,place_longitude,poll_duration_minutes,poll_end_time,poll_status,poll_options
1900468334589620479,2025-03-14 08:45:34+00:00,"RT @OpenAI: OpenAI o1 and o3-mini now offer Python-powered data analysis in ChatGPT. 

You can now ask these models to perform tasks like r…",1324755800590614528,1900468334589620479,,en,,,0,695,0,0,TassosDimitriu2,Tassos Dimitriou,2020-11-06 16:49:51+00:00,False,False,,,,,,,,,,,,,
1900468304646754317,2025-03-14 08:45:27+00:00,ported lode's vandevenne's raycaster to pure python/tkinter (a builtin dependency) https://t.co/bPk3lXiGp6,1064634643511537664,1900468304646754317,,en,,,0,0,0,0,legendbelmondo,Goldman Sacks Inc.,2018-11-19 21:40:53+00:00,False,False,video,,11100,1920,1080,,,,,,,,
1900468302809583921,2025-03-14 08:45:27+00:00,"RT @dataduck_: duckdb를 왜 mysql, postgreSQL과 비교를 해서 쓸모가 있다느니 없다느니 논의 하시는지 모르겠네요. duckdb 의 비교 대상은 pandas 입니다. 이름에 DB 가 들어간다고 DB가 아니에요. python…",104677542,1900468302809583921,,ko,,,0,28,0,0,taewooke,Taewook Eom (엄 태욱),2010-01-14 01:58:19+00:00,False,False,,,,,,,,,,,,,
1900468294148120587,2025-03-14 08:45:24+00:00,@kawirabrenda231 Python 🐍🐍,1433820996470034434,1900463257162322361,1609965695890083841,cy,,,0,0,0,0,Eliakim_Ke,Musiala 🕷️,2021-09-03 15:58:50+00:00,False,False,,,,,,,,,,,,,
1900468246337175688,2025-03-14 08:45:13+00:00,"📌 3ステップでできる！天気を自動取得 🚀

毎朝の天気チェック、自動化しませんか？☀️🌧️
3ステップで 天気 を取得して、降水確率や気温をチェック！

🛠️ ステップ1：Python環境を準備
📜 ステップ2：データを取得するスクリプトを作成
⏳ ステップ3：自動実行

#python #プログラミング #業務効率化 https://t.co/crF16ef9Ok",1793199143932084224,1900468246337175688,,ja,,,1,0,0,0,Goro_bizaid,ごろう | リタイア情シスのふむふむITリハビリめも,2024-05-22 08:37:30+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_PhiRaQAAYD-V.png,,1280,1776,,,,,,,,
1900468241308278815,2025-03-14 08:45:12+00:00,@GabeLMcPherson1 eat cakes and watch monty python skits.,1737904858655576064,1899813970711658994,1228018419334774786,en,,,0,0,0,0,nopeslinger,Thomas Muir Audionaut. possibly an Alien hybrid,2023-12-21 18:36:36+00:00,False,False,,,,,,,,,,,,,
1900468209175945449,2025-03-14 08:45:04+00:00,RT @hrfmjp: うおおおお！Excel + Copilot + Python の組み合わせがすごい！これはデータ集計捗るわー！！ #o365jp #m365jp #Excel #Copilot https://t.co/t0Q5y3YiGo,1407980398177447939,1900468209175945449,,ja,,,0,3,0,0,togechiyo,縞とげちよ,2021-06-24 08:34:56+00:00,False,False,photo,https://pbs.twimg.com/media/Gl-lXZ4aEAAocKd.png,,1327,973,,,,,,,,
1900468186778067337,2025-03-14 08:44:59+00:00,"RT @RealAlexJones: Congressman Tim McBride says Republicans are “weird and bizarre.”

He’s literally a man who pretends to be a woman and w…",1805547079596494848,1900468186778067337,,en,,,0,265,0,0,SamSpiderAdams,Spider,2024-06-25 10:22:40+00:00,False,False,,,,,,,,,,,,,
1900468143707111566,2025-03-14 08:44:49+00:00,"RT @RealAlexJones: Congressman Tim McBride says Republicans are “weird and bizarre.”

He’s literally a man who pretends to be a woman and w…",1520271382751457280,1900468143707111566,,en,,,0,265,0,0,co62073013,Helen Collier,2022-04-30 05:18:59+00:00,False,False,,,,,,,,,,,,,
1900468108063547765,2025-03-14 08:44:40+00:00,"RT @OpenAI: OpenAI o1 and o3-mini now offer Python-powered data analysis in ChatGPT. 

You can now ask these models to perform tasks like r…",1451642373751070722,1900468108063547765,,en,,,0,695,0,0,0001Adss,AdsS,2021-10-22 20:11:44+00:00,False,False,,,,,,,,,,,,,
