tweet_id,created_at,text,author_id,conversation_id,in_reply_to_user_id,lang,possibly_sensitive,source,like_count,retweet_count,reply_count,quote_count,username,user_name,user_created_at,user_protected,user_verified,media_type,media_url,media_duration_ms,media_width,media_height,place_name,place_country,place_latitude,place_longitude,poll_duration_minutes,poll_end_time,poll_status,poll_options
1900449867664626115,2025-03-14 07:32:11+00:00,"@vibeofswetha @AshokDharbal @rishibagree Flexing about not knowing Hindi while struggling to buy vegetables with a translation app? 😂 Must be tough surviving without mommy's supermarket. Meanwhile, the laborers you mock build the cities you live in. Maybe learn respect before learning Python.",1816315585363599361,1900063037458927631,1738046447520714752,en,,,0,0,0,0,Avinashsiinghh,Avinash Singh,2024-07-25 03:32:53+00:00,False,False,,,,,,,,,,,,,
1900449820789133743,2025-03-14 07:32:00+00:00,RT @Wat_the_deuce: Monty Python 😁 https://t.co/KJKoJ2P1xG,1373580142765805573,1900449820789133743,,cy,,,0,46,0,0,Diegode00599490,Diego,2021-03-21 10:20:42+00:00,False,False,video,,58817,720,1024,,,,,,,,
1900449800027271244,2025-03-14 07:31:55+00:00,"RT @quantscience_: 🚨BREAKING: A new Python library for algorithmic trading. 

Introducing TensorTrade: An open-source Python framework for…",23241398,1900449800027271244,,en,,,0,324,0,0,ESchwaa,ESchwaa,2009-03-07 22:14:00+00:00,False,False,,,,,,,,,,,,,
1900449796864852058,2025-03-14 07:31:54+00:00,"ストレスMAXでほぼ3日間ごろ寝のみで過ごした状態で本屋に寄っちゃダメだった🤦‍♀️

3年前に気になってた「python」の学習本を衝動買いwww

ExcelVBAに近い考え方だから絶対私に合うのはわかってた。楽しそう🤩

が、今夜はちゃんと寝ます！
というか既に超眠い🥱💤",1573286778668453888,1900449796864852058,,ja,,,0,0,0,0,mkanadeizm46237,カイワレ@,2022-09-23 12:23:02+00:00,False,False,,,,,,,,,,,,,
1900449779596840988,2025-03-14 07:31:50+00:00,"Yes I am very capable, mainly on python or windows 11. But I still use apple to record thoughts.",746566256350756864,1900449779596840988,,en,,,0,0,0,0,mattrameyy,Matthew.,2016-06-25 04:50:41+00:00,False,False,,,,,,,,,,,,,
1900449768796553435,2025-03-14 07:31:48+00:00,"@TechWithArian @iamarsibragimov I learned python using https://t.co/1bJx6eXofY. I'm not a video guy but the lecturer is so good. It may seem minuscule but I promise you that you can do so much with these basics. 

Learn how to do all the problem sets without AI assistance. You can use AI if you get stuck or… https://t.co/oIuJo7nL1B",1890867256722427904,1900441642944839816,1879180898706579456,en,,,0,0,0,0,pythonloopgod,Butch,2025-02-15 20:54:35+00:00,False,False,,,,,,,,,,,,,
1900449726048403917,2025-03-14 07:31:37+00:00,"RT @ChehadeTheKing: COYOTE &amp; AB-SOUL

“RUNNING ALL FADES”

PRODUCED BY PYTHON P &amp; D. SHARP
(FULL SONG) https://t.co/It8D5Vdq5L",927933491651555328,1900449726048403917,,en,,,0,23,0,0,RideWithDoc,Doc Ellery,2017-11-07 16:19:19+00:00,False,False,video,,238425,1080,1080,,,,,,,,
1900449715507884490,2025-03-14 07:31:35+00:00,"RT @coder_surya: 85.65 GB All paid Courses Collection

FREE for the first 1000 people👇

💀Data science
💀Python
💀AI
💀Java
💀BIG DATA
💀Data Ana…",3422497005,1900449715507884490,,en,,,0,2,0,0,amykris85,uzoamaka ekwuonu,2015-08-14 17:15:31+00:00,False,False,,,,,,,,,,,,,
1900449709283577878,2025-03-14 07:31:33+00:00,"@kato82 もっとガッツリした言語……pythonとか。
ああいうのを素人さんがやるようになっちゃあ、おまんまの食い上げですわ😅",11409532,1900447411027501197,11409532,ja,,,0,0,0,0,ma_angie,まアンジー,2007-12-21 17:02:16+00:00,False,False,,,,,,,,,,,,,
1900449626102390903,2025-03-14 07:31:14+00:00,"RT @report_with_ai: Complimentary PDF Book: Learn Python, JavaScript &amp; React.js

Learn these for completely free.

You will get:

→‍ Python…",1684343342010601473,1900449626102390903,,en,,,0,19,0,0,AshleyEdgar1206,Ashley Edgar,2023-07-26 23:22:26+00:00,False,False,,,,,,,,,,,,,
